AGN,,,,SN Ia,,,,SN II,,,,Bogus,,,,
Classification,Object ID,Object ID with Comma,,Classification,Object ID,Object ID with Comma,,Classification,Object ID,Object ID with Comma,1,"""ZTF18aabengc"""," ""rb"": 0.33"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aamuthy"""," ""ZTF18aamuthy"",",," {""comment"": ""SN Ia""","""ZTF20aaxbvkt""","""ZTF20aaxbvkt"",",,,,,,"""ZTF18aagxnew"""," ""rb"": 0.393333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aamwxyq"""," ""ZTF18aamwxyq"",",," {""comment"": ""SN Ia""","""ZTF20aayeims""","""ZTF20aayeims"",",,,,,,"""ZTF18aagtdrg"""," ""rb"": 0.6"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aamznms"""," ""ZTF18aamznms"",",," {""comment"": ""SN Ia""","""ZTF20aazewhe""","""ZTF20aazewhe"",",,,,,,"""ZTF18aagxofj"""," ""rb"": 0.51"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanadxy"""," ""ZTF18aanadxy"",",," {""comment"": ""SN Ia""","""ZTF20aazstdx""","""ZTF20aazstdx"",",,,,,,"""ZTF18aagxmwx"""," ""rb"": 0.423333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanjgyp"""," ""ZTF18aanjgyp"",",," {""comment"": ""SN Ia""","""ZTF20aazwuin""","""ZTF20aazwuin"",",,,,,,"""ZTF18aagvbew"""," ""rb"": 0.35"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aankjru"""," ""ZTF18aankjru"",",," {""comment"": ""SN Ia""","""ZTF20aazxvox""","""ZTF20aazxvox"",",,,,,,"""ZTF18aagsfyx"""," ""rb"": 0.253333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanlgny"""," ""ZTF18aanlgny"",",," {""comment"": ""SN Ia""","""ZTF20abatdly""","""ZTF20abatdly"",",,,,,,"""ZTF18aahbbjo"""," ""rb"": 0.54"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanuhhv"""," ""ZTF18aanuhhv"",",," {""comment"": ""SN Ia""","""ZTF20abcqkts""","""ZTF20abcqkts"",",,,,,,"""ZTF18aagsyik"""," ""rb"": 0.58"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanxhwa"""," ""ZTF18aanxhwa"",",," {""comment"": ""SN Ia""","""ZTF20abdajyr""","""ZTF20abdajyr"",",,,,,,"""ZTF18aagtpkk"""," ""rb"": 0.546667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aanyflt"""," ""ZTF18aanyflt"",",," {""comment"": ""SN Ia""","""ZTF20abdzief""","""ZTF20abdzief"",",,,,,,"""ZTF18aagtgll"""," ""rb"": 0.523333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaobzah"""," ""ZTF18aaobzah"",",," {""comment"": ""SN Ia""","""ZTF20abefzfc""","""ZTF20abefzfc"",",,,,,,"""ZTF18aagxnev"""," ""rb"": 0.36"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaodoxr"""," ""ZTF18aaodoxr"",",," {""comment"": ""SN Ia""","""ZTF20aaqvzko""","""ZTF20aaqvzko"",",,,,,,"""ZTF18aagxney"""," ""rb"": 0.473333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaohapd"""," ""ZTF18aaohapd"",",," {""comment"": ""SN Ia""","""ZTF20aatpqps""","""ZTF20aatpqps"",",,,,,,"""ZTF18aagsrzc"""," ""rb"": 0.516667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaolxlb"""," ""ZTF18aaolxlb"",",," {""comment"": ""SN Ia""","""ZTF20aatvzmm""","""ZTF20aatvzmm"",",,,,,,"""ZTF18aagxcvv"""," ""rb"": 0.533333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaonhnx"""," ""ZTF18aaonhnx"",",," {""comment"": ""SN Ia""","""ZTF20aasiwcu""","""ZTF20aasiwcu"",",,,,,,"""ZTF18aagvfwr"""," ""rb"": 0.466667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaoudgg"""," ""ZTF18aaoudgg"",",," {""comment"": ""SN Ia""","""ZTF20aavrzha""","""ZTF20aavrzha"",",,,,,,"""ZTF18aagtqey"""," ""rb"": 0.536667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaouspc"""," ""ZTF18aaouspc"",",," {""comment"": ""SN Ia""","""ZTF20aarkdoj""","""ZTF20aarkdoj"",",,,,,,"""ZTF18aagtjsl"""," ""rb"": 0.476667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaovhzc"""," ""ZTF18aaovhzc"",",," {""comment"": ""SN Ia""","""ZTF20aayubpi""","""ZTF20aayubpi"",",,,,,,"""ZTF18aagtkpe"""," ""rb"": 0.653333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaoxzdg"""," ""ZTF18aaoxzdg"",",," {""comment"": ""SN Ia""","""ZTF20abdtiti""","""ZTF20abdtiti"",",,,,,,"""ZTF18aagtety"""," ""rb"": 0.296667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaoyoid"""," ""ZTF18aaoyoid"",",," {""comment"": ""SN Ia""","""ZTF20aaevbvv""","""ZTF20aaevbvv"",",,,,,,"""ZTF18aagwegn"""," ""rb"": 0.5"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaozcto"""," ""ZTF18aaozcto"",",," {""comment"": ""SN Ia""","""ZTF20aamenwg""","""ZTF20aamenwg"",",,,,,,"""ZTF18aagspwr"""," ""rb"": 0.416667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aapbrul"""," ""ZTF18aapbrul"",",," {""comment"": ""SN Ia""","""ZTF20aavnnkm""","""ZTF20aavnnkm"",",,,,,,"""ZTF18aagxcst"""," ""rb"": 0.613333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqcmmu"""," ""ZTF18aaqcmmu"",",," {""comment"": ""SN Ia""","""ZTF20aazpaki""","""ZTF20aazpaki"",",,,,,,"""ZTF18aagxcvk"""," ""rb"": 0.476667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqcwpn"""," ""ZTF18aaqcwpn"",",," {""comment"": ""SN Ia""","""ZTF18abjijwk""","""ZTF18abjijwk"",",,,,,,"""ZTF18aagxods"""," ""rb"": 0.323333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqdjuu"""," ""ZTF18aaqdjuu"",",," {""comment"": ""SN Ia""","""ZTF18acqsztr""","""ZTF18acqsztr"",",,,,,,"""ZTF18aagxodt"""," ""rb"": 0.34"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqdllp"""," ""ZTF18aaqdllp"",",," {""comment"": ""SN Ia""","""ZTF19accstol""","""ZTF19accstol"",",,,,,,"""ZTF18aagxofd"""," ""rb"": 0.366667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqdtaz"""," ""ZTF18aaqdtaz"",",," {""comment"": ""SN Ia""","""ZTF19acvlycr""","""ZTF19acvlycr"",",,,,,,"""ZTF18aagxnak"""," ""rb"": 0.533333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqebgt"""," ""ZTF18aaqebgt"",",," {""comment"": ""SN Ia""","""ZTF19adbsfpf""","""ZTF19adbsfpf"",",,,,,,"""ZTF18aagtjsr"""," ""rb"": 0.523333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqejls"""," ""ZTF18aaqejls"",",," {""comment"": ""SN Ia""","""ZTF20aabqisb""","""ZTF20aabqisb"",",,,,,,"""ZTF18aagtibd"""," ""rb"": 0.52"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqetnn"""," ""ZTF18aaqetnn"",",," {""comment"": ""SN Ia""","""ZTF20aacdfep""","""ZTF20aacdfep"",",,,,,,"""ZTF18aagsuep"""," ""rb"": 0.37"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqflxt"""," ""ZTF18aaqflxt"",",," {""comment"": ""SN Ia""","""ZTF20aaeopvv""","""ZTF20aaeopvv"",",,,,,,"""ZTF18aagzdcn"""," ""rb"": 0.426667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqfpdx"""," ""ZTF18aaqfpdx"",",," {""comment"": ""SN Ia""","""ZTF20aaerzvi""","""ZTF20aaerzvi"",",,,,,,"""ZTF18aagzagr"""," ""rb"": 0.396667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqftos"""," ""ZTF18aaqftos"",",," {""comment"": ""SN Ia""","""ZTF20aafrihv""","""ZTF20aafrihv"",",,,,,,"""ZTF18aagzddb"""," ""rb"": 0.406667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqgbak"""," ""ZTF18aaqgbak"",",," {""comment"": ""SN Ia""","""ZTF20aahpwym""","""ZTF20aahpwym"",",,,,,,"""ZTF18aagstqr"""," ""rb"": 0.49"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqhvqt"""," ""ZTF18aaqhvqt"",",," {""comment"": ""SN Ia""","""ZTF20aairvsi""","""ZTF20aairvsi"",",,,,,,"""ZTF18aagtkgy"""," ""rb"": 0.593333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqjcxl"""," ""ZTF18aaqjcxl"",",," {""comment"": ""SN Ia""","""ZTF20aalrksw""","""ZTF20aalrksw"",",,,,,,"""ZTF18aagtdnk"""," ""rb"": 0.453333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqjttv"""," ""ZTF18aaqjttv"",",," {""comment"": ""SN Ia""","""ZTF20aalrksw""","""ZTF20aalrksw"",",,,,,,"""ZTF18aahbgep"""," ""rb"": 0.53"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqjvgc"""," ""ZTF18aaqjvgc"",",," {""comment"": ""SN Ia""","""ZTF20aamdhut""","""ZTF20aamdhut"",",,,,,,"""ZTF18aagtkbw"""," ""rb"": 0.553333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqkdao"""," ""ZTF18aaqkdao"",",," {""comment"": ""SN Ia""","""ZTF20aamovgw""","""ZTF20aamovgw"",",,,,,,"""ZTF18aagtdzi"""," ""rb"": 0.466667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqkdlu"""," ""ZTF18aaqkdlu"",",," {""comment"": ""SN Ia""","""ZTF20aamttni""","""ZTF20aamttni"",",,,,,,"""ZTF18aagvmbt"""," ""rb"": 0.713333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqkgwt"""," ""ZTF18aaqkgwt"",",," {""comment"": ""SN Ia""","""ZTF20aanafwi""","""ZTF20aanafwi"",",,,,,,"""ZTF18aagssqp"""," ""rb"": 0.596667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqkknd"""," ""ZTF18aaqkknd"",",," {""comment"": ""SN Ia""","""ZTF20aanaibf""","""ZTF20aanaibf"",",,,,,,"""ZTF18aagtlil"""," ""rb"": 0.406667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqkoza"""," ""ZTF18aaqkoza"",",," {""comment"": ""SN Ia""","""ZTF20aannodx""","""ZTF20aannodx"",",,,,,,"""ZTF18aagvbob"""," ""rb"": 0.366667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqlxkv"""," ""ZTF18aaqlxkv"",",," {""comment"": ""SN Ia""","""ZTF20aanvsds""","""ZTF20aanvsds"",",,,,,,"""ZTF18aagxnax"""," ""rb"": 0.356667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqlxra"""," ""ZTF18aaqlxra"",",," {""comment"": ""SN Ia""","""ZTF20aaqhtcd""","""ZTF20aaqhtcd"",",,,,,,"""ZTF18aagvbun"""," ""rb"": 0.463333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqlyhv"""," ""ZTF18aaqlyhv"",",," {""comment"": ""SN Ia""","""ZTF20aascwvz""","""ZTF20aascwvz"",",,,,,,"""ZTF18aagweof"""," ""rb"": 0.3"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqmiak"""," ""ZTF18aaqmiak"",",," {""comment"": ""SN Ia""","""ZTF20aasikkh""","""ZTF20aasikkh"",",,,,,,"""ZTF18aagweoq"""," ""rb"": 0.356667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqmkcs"""," ""ZTF18aaqmkcs"",",," {""comment"": ""SN Ia""","""ZTF20aattqye""","""ZTF20aattqye"",",,,,,,"""ZTF18aagxlsy"""," ""rb"": 0.34"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqnemg"""," ""ZTF18aaqnemg"",",," {""comment"": ""SN Ia""","""ZTF20aatxnxq""","""ZTF20aatxnxq"",",,,,,,"""ZTF18aagxmiz"""," ""rb"": 0.31"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqocyj"""," ""ZTF18aaqocyj"",",," {""comment"": ""SN Ia""","""ZTF20aauqrpe""","""ZTF20aauqrpe"",",,,,,,"""ZTF18aagxmgt"""," ""rb"": 0.426667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqouuk"""," ""ZTF18aaqouuk"",",," {""comment"": ""SN Ia""","""ZTF20aausxam""","""ZTF20aausxam"",",,,,,,"""ZTF18aagwzsz"""," ""rb"": 0.676667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqpper"""," ""ZTF18aaqpper"",",," {""comment"": ""SN Ia""","""ZTF20aauwjla""","""ZTF20aauwjla"",",,,,,,"""ZTF18aagxlta"""," ""rb"": 0.57"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqpssf"""," ""ZTF18aaqpssf"",",," {""comment"": ""SN Ia""","""ZTF20aavqfli""","""ZTF20aavqfli"",",,,,,,"""ZTF18aagrhvq"""," ""rb"": 0.57"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqpsvf"""," ""ZTF18aaqpsvf"",",," {""comment"": ""SN Ia""","""ZTF20aavtdxj""","""ZTF20aavtdxj"",",,,,,,"""ZTF18aagyvpb"""," ""rb"": 0.306667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqqvaq"""," ""ZTF18aaqqvaq"",",," {""comment"": ""SN Ia""","""ZTF20aaxccrm""","""ZTF20aaxccrm"",",,,,,,"""ZTF18aahbean"""," ""rb"": 0.396667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqrpsm"""," ""ZTF18aaqrpsm"",",," {""comment"": ""SN Ia""","""ZTF20aaxndzx""","""ZTF20aaxndzx"",",,,,,,"""ZTF18aagthms"""," ""rb"": 0.583333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaquirh"""," ""ZTF18aaquirh"",",," {""comment"": ""SN Ia""","""ZTF20aaxxepr""","""ZTF20aaxxepr"",",,,,,,"""ZTF18aagsviv"""," ""rb"": 0.553333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqunty"""," ""ZTF18aaqunty"",",," {""comment"": ""SN Ia""","""ZTF20aazdsjr""","""ZTF20aazdsjr"",",,,,,,"""ZTF18aagyumy"""," ""rb"": 0.57"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaquswd"""," ""ZTF18aaquswd"",",," {""comment"": ""SN Ia""","""ZTF20aazoqmh""","""ZTF20aazoqmh"",",,,,,,"""ZTF18aagseem"""," ""rb"": 0.233333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaquveh"""," ""ZTF18aaquveh"",",," {""comment"": ""SN Ia""","""ZTF20aazpapu""","""ZTF20aazpapu"",",,,,,,"""ZTF18aagvary"""," ""rb"": 0.386667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaqypda"""," ""ZTF18aaqypda"",",," {""comment"": ""SN Ia""","""ZTF20abavnaw""","""ZTF20abavnaw"",",,,,,,"""ZTF18aagsrre"""," ""rb"": 0.42"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarboae"""," ""ZTF18aarboae"",",," {""comment"": ""SN Ia""","""ZTF20abedyov""","""ZTF20abedyov"",",,,,,,"""ZTF18aagsrro"""," ""rb"": 0.503333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarbqwg"""," ""ZTF18aarbqwg"",",," {""comment"": ""SN Ia""","""ZTF20abefbiq""","""ZTF20abefbiq"",",,,,,,"""ZTF18aagsrrp"""," ""rb"": 0.476667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarcgha"""," ""ZTF18aarcgha"",",," {""comment"": ""SN Ia""","""ZTF20abefyha""","""ZTF20abefyha"",",,,,,,"""ZTF18aagypeb"""," ""rb"": 0.466667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarghea"""," ""ZTF18aarghea"",",," {""comment"": ""SN Ia""","""ZTF20abeqsrm""","""ZTF20abeqsrm"",",,,,,,"""ZTF18aagzfqq"""," ""rb"": 0.46"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aargxet"""," ""ZTF18aargxet"",",," {""comment"": ""SN Ia""","""ZTF20aamknna""","""ZTF20aamknna"",",,,,,,"""ZTF18aagzfrh"""," ""rb"": 0.52"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarmsvt"""," ""ZTF18aarmsvt"",",," {""comment"": ""SN Ia""","""ZTF20aasfaxj""","""ZTF20aasfaxj"",",,,,,,"""ZTF18aabejku"""," ""rb"": 0.523333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarnhzl"""," ""ZTF18aarnhzl"",",," {""comment"": ""SN Ia""","""ZTF20abbbumr""","""ZTF20abbbumr"",",,,,,,"""ZTF18aagswxm"""," ""rb"": 0.606667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarnvjs"""," ""ZTF18aarnvjs"",",," {""comment"": ""SN Ia""","""ZTF20aamfpcj""","""ZTF20aamfpcj"",",,,,,,"""ZTF18aagtamu"""," ""rb"": 0.523333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarnzqg"""," ""ZTF18aarnzqg"",",," {""comment"": ""SN Ia""","""ZTF20aappcup""","""ZTF20aappcup"",",,,,,,"""ZTF18aahbeqg"""," ""rb"": 0.393333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarodlj"""," ""ZTF18aarodlj"",",," {""comment"": ""SN Ia""","""ZTF20aappgod""","""ZTF20aappgod"",",,,,,,"""ZTF18aagwsyv"""," ""rb"": 0.516667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarohsl"""," ""ZTF18aarohsl"",",," {""comment"": ""SN Ia""","""ZTF19acxgxcu""","""ZTF19acxgxcu"",",,,,,,"""ZTF18aagvbmb"""," ""rb"": 0.3"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaroxok"""," ""ZTF18aaroxok"",",," {""comment"": ""SN Ia""","""ZTF19acyqdxa""","""ZTF19acyqdxa"",",,,,,,"""ZTF18aagvbtt"""," ""rb"": 0.393333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarpugm"""," ""ZTF18aarpugm"",",," {""comment"": ""SN Ia""","""ZTF19adbmewx""","""ZTF19adbmewx"",",,,,,,"""ZTF18aagxmql"""," ""rb"": 0.286667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarqlbv"""," ""ZTF18aarqlbv"",",," {""comment"": ""SN Ia""","""ZTF20aabqjht""","""ZTF20aabqjht"",",,,,,,"""ZTF18aagtavx"""," ""rb"": 0.5"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarqldd"""," ""ZTF18aarqldd"",",," {""comment"": ""SN Ia""","""ZTF20aaulzvl""","""ZTF20aaulzvl"",",,,,,,"""ZTF18aagtavy"""," ""rb"": 0.503333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarqlpk"""," ""ZTF18aarqlpk"",",," {""comment"": ""SN Ia""","""ZTF20abasqfx""","""ZTF20abasqfx"",",,,,,,"""ZTF18aagxdvd"""," ""rb"": 0.46"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarqrzt"""," ""ZTF18aarqrzt"",",," {""comment"": ""SN Ia""","""ZTF19adcecwu""","""ZTF19adcecwu"",",,,,,,"""ZTF18aagtarn"""," ""rb"": 0.48"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarqxdi"""," ""ZTF18aarqxdi"",",," {""comment"": ""SN Ia""","""ZTF19adcecwu""","""ZTF19adcecwu"",",,,,,,"""ZTF18aagtatt"""," ""rb"": 0.503333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarsnhy"""," ""ZTF18aarsnhy"",",," {""comment"": ""SN Ia""","""ZTF20aadyukn""","""ZTF20aadyukn"",",,,,,,"""ZTF18aagsity"""," ""rb"": 0.273333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aartawz"""," ""ZTF18aartawz"",",," {""comment"": ""SN Ia""","""ZTF19adcfsdr""","""ZTF19adcfsdr"",",,,,,,"""ZTF18aagtbcb"""," ""rb"": 0.533333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarwxyn"""," ""ZTF18aarwxyn"",",," {""comment"": ""SN Ia""","""ZTF20aanbvqg""","""ZTF20aanbvqg"",",,,,,,"""ZTF18aagsccz"""," ""rb"": 0.293333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarymyg"""," ""ZTF18aarymyg"",",," {""comment"": ""SN Ia""","""ZTF20abfyriw""","""ZTF20abfyriw"",",,,,,,"""ZTF18aaccuis"""," ""rb"": 0.303333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarzgbe"""," ""ZTF18aarzgbe"",",," {""comment"": ""SN Ia""","""ZTF18aabdgik""","""ZTF18aabdgik"",",,,,,,"""ZTF18aagxwda"""," ""rb"": 0.35"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarzknz"""," ""ZTF18aarzknz"",",," {""comment"": ""SN Ia""","""ZTF19abpxttd""","""ZTF19abpxttd"",",,,,,,"""ZTF18aagxkpa"""," ""rb"": 0.36"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasaxoz"""," ""ZTF18aasaxoz"",",," {""comment"": ""SN Ia""","""ZTF20aautzif""","""ZTF20aautzif"",",,,,,,"""ZTF18aagxlyv"""," ""rb"": 0.223333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasdbcz"""," ""ZTF18aasdbcz"",",," {""comment"": ""SN Ia""","""ZTF20aaurhio""","""ZTF20aaurhio"",",,,,,,"""ZTF18aagxlyw"""," ""rb"": 0.276667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasdech"""," ""ZTF18aasdech"",",," {""comment"": ""SN Ia""","""ZTF19adcbpcj""","""ZTF19adcbpcj"",",,,,,,"""ZTF18aagrwgl"""," ""rb"": 0.293333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaseyrb"""," ""ZTF18aaseyrb"",",," {""comment"": ""SN Ia""","""ZTF20aahqcup""","""ZTF20aahqcup"",",,,,,,"""ZTF18aagtgwc"""," ""rb"": 0.53"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasfiio"""," ""ZTF18aasfiio"",",," {""comment"": ""SN Ia""","""ZTF20aamknxn""","""ZTF20aamknxn"",",,,,,,"""ZTF18aagthag"""," ""rb"": 0.553333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasfyfe"""," ""ZTF18aasfyfe"",",," {""comment"": ""SN Ia""","""ZTF20aanafck""","""ZTF20aanafck"",",,,,,,"""ZTF18aagtjct"""," ""rb"": 0.48"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasgdic"""," ""ZTF18aasgdic"",",," {""comment"": ""SN Ia""","""ZTF20aattqcv""","""ZTF20aattqcv"",",,,,,,"""ZTF18aagtkcr"""," ""rb"": 0.563333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasgiyf"""," ""ZTF18aasgiyf"",",," {""comment"": ""SN Ia""","""ZTF20aattriw""","""ZTF20aattriw"",",,,,,,"""ZTF18aagtoge"""," ""rb"": 0.523333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasgonx"""," ""ZTF18aasgonx"",",," {""comment"": ""SN Ia""","""ZTF20aauwhyi""","""ZTF20aauwhyi"",",,,,,,"""ZTF18aagxljj"""," ""rb"": 0.496667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasgvdh"""," ""ZTF18aasgvdh"",",," {""comment"": ""SN Ia""","""ZTF20aavhqvo""","""ZTF20aavhqvo"",",,,,,,"""ZTF18aagtowa"""," ""rb"": 0.54"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasiwvn"""," ""ZTF18aasiwvn"",",," {""comment"": ""SN Ia""","""ZTF20aadfyjl""","""ZTF20aadfyjl"",",,,,,,"""ZTF18aagtnmn"""," ""rb"": 0.436667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaspnuj"""," ""ZTF18aaspnuj"",",," {""comment"": ""SN Ia""","""ZTF20aaghoqz""","""ZTF20aaghoqz"",",,,,,,"""ZTF18aagwufc"""," ""rb"": 0.36"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasqyrg"""," ""ZTF18aasqyrg"",",," {""comment"": ""SN Ia""","""ZTF20aaullwp""","""ZTF20aaullwp"",",,,,,,"""ZTF18aagwuff"""," ""rb"": 0.373333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasrtzk"""," ""ZTF18aasrtzk"",",," {""comment"": ""SN Ia""","""ZTF20abefbnz""","""ZTF20abefbnz"",",,,,,,"""ZTF18aagrleo"""," ""rb"": 0.5"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasrupq"""," ""ZTF18aasrupq"",",," {""comment"": ""SN Ia""","""ZTF19aagkfvq""","""ZTF19aagkfvq"",",,,,,,"""ZTF18aagxlwx"""," ""rb"": 0.313333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasrxfu"""," ""ZTF18aasrxfu"",",," {""comment"": ""SN Ia""","""ZTF19acctpgd""","""ZTF19acctpgd"",",,,,,,"""ZTF18aagtbcs"""," ""rb"": 0.45"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aassiht"""," ""ZTF18aassiht"",",," {""comment"": ""SN Ia""","""ZTF20aahpxzz""","""ZTF20aahpxzz"",",,,,,,"""ZTF18aagrwtf"""," ""rb"": 0.586667"," ""Negative""",,
" {""comment"": ""AGN"""," ""ZTF18aasuhbj"""," ""ZTF18aasuhbj"",",," {""comment"": ""SN Ia""","""ZTF20aanvliy""","""ZTF20aanvliy"",",,,,,,"""ZTF18aagvazh"""," ""rb"": 0.453333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasujfp"""," ""ZTF18aasujfp"",",," {""comment"": ""SN Ia""","""ZTF20aaurucm""","""ZTF20aaurucm"",",,,,,,"""ZTF18aagsrbj"""," ""rb"": 0.553333"," ""Bogus""",,
